retailer,ingredient_key,name,line_count,status,each_to_grams,needs_substitution,spend_score,model,llm_notes,reviewer_notes,decided_by,created_at,updated_at,pantry_staple,search_term,alias_of,unit_kind
ocado,name:chorizo,Chorizo,86,alias,,0,223.6,gpt-5.6-luna,"Selected standard Spanish chorizo and cooking forms only. Slices, diced and whole/ring products are marked form_differs because preparation differs, but they remain genuine chorizo.",,human,2026-07-23 15:54:28.971010,2026-07-28 10:47:49.357826,0,,name:diced chorizo,mass
ocado,name:chorizo slices,Chorizo Slices,87,approved,50.0,0,117.45,gpt-5.6-luna,"Direct sliced chorizo is available. Ring, sausage and diced products are included only as form-different alternatives; the turkey product is a non-pork substitute.",,human,2026-07-23 15:54:01.123151,2026-07-28 10:40:32.242823,0,,,mass
ocado,name:chorizo style pork sausage,Chorizo Style Pork Sausage,7,approved,150.0,0,35.7,gpt-5.6-luna,Direct fresh/cooking chorizo matches are available. The 280g packs are the best fit for the typical 600–750g quantity; cured rings are included only as lower-ranked form-different options.,,human,2026-07-24 10:59:34.177365,2026-07-28 10:40:32.242829,0,,,mass
ocado,name:chow mein garnish,Chow Mein Garnish,12,needs_review,,1,30.0,gpt-5.6-luna,"None of the candidates is a chow mein garnish. They are complete chow mein noodle meals or wok-fried noodles. A suitable garnish may be sliced spring onions, coriander, sesame seeds, or crispy fried onions, depending on the recipe.",,human,2026-07-23 23:39:09.233425,2026-07-23 23:41:31.786481,0,,,mass
ocado,name:chow mein paste,Chow Mein Paste,12,approved,,1,11.4,gpt-5.6-luna,No exact chow mein paste candidate was provided. Use the chow mein stir-fry sauce as a thinner form substitute; ramen paste and garlic & ginger paste are not close enough.,,human,2026-07-23 23:39:12.817858,2026-07-23 23:40:54.305851,0,,,mass
ocado,name:ciabatta,Ciabatta,884,approved,100.0,0,1414.4,gpt-5.6-luna,"Plain ciabatta products are ranked first. Flavoured, toasted, seeded, wholemeal and bread-mix products were not preferred because they change the recipe's expected form or flavour.",,human,2026-07-21 17:34:36.492136,2026-07-27 20:11:07.268206,0,,,count
ocado,name:cider horseradish wholegrain mustard,Cider & Horseradish Wholegrain Mustard,28,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-23 22:54:49.993687,2026-07-23 22:54:49.993690,0,,,mass
ocado,name:cider vinegar,Cider Vinegar,676,approved,,0,1554.8,gpt-5.6-luna,"The accepted products are all liquid cider/apple cider/cyder vinegars suitable for the ingredient. Flavoured vinegars, supplements, gummies, shots and white wine vinegar were excluded.",,human,2026-07-21 17:36:37.090433,2026-07-22 11:46:59.448029,0,,,mass
ocado,name:cinnamon stick,Cinnamon Stick,22,approved,2.5,0,22.0,gpt-5.6-luna,Direct cinnamon-stick matches are available. Ground cinnamon is included only as a form-different fallback; premium Daylesford quills and unrelated products were excluded.,,human,2026-07-23 23:04:07.661964,2026-07-27 20:11:07.273046,0,,,count
ocado,name:closed cup mushrooms,Closed Cup Mushrooms,148,approved,,0,229.4,gpt-5.6-luna,,,human,2026-07-21 18:00:21.681625,2026-07-23 11:02:37.705271,0,,,mass
ocado,name:coconut chilli lemongrass steamed basmati rice,Coconut Chilli Lemongrass Steamed Basmati Rice,11,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-23 23:44:04.055672,2026-07-23 23:44:04.055676,0,,,mass
ocado,name:coconut chilli marinated chicken breast,Coconut & Chilli Marinated Chicken Breast,7,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-24 10:59:34.300006,2026-07-24 10:59:34.300015,0,,,mass
ocado,name:coconut milk,Coconut Milk,717,approved,,0,932.1,gpt-5.6-luna,"Selected standard canned coconut milks. Coconut drinks, coconut cream, creamed coconut, condensed coconut milk and coconut milk powder are different products and were excluded.",,human,2026-07-21 17:35:43.905253,2026-07-22 15:29:34.469457,0,,,mass
ocado,name:coconut powder,Coconut Powder,22,approved,,0,88.0,gpt-5.6-luna,"Coconut powder is ambiguous: the direct match is coconut milk powder. Desiccated coconut is included only as a different, less finely processed form. Coconut flour, coconut milk, creamed coconut and coconut sugar are not direct matches.",,human,2026-07-23 23:04:13.507588,2026-07-23 23:11:40.665253,0,,,mass
ocado,name:cod fillets,Cod Fillets,104,approved,130.0,0,884.0,gpt-5.6-luna,"Accepted products are plain cod fillets or cod loins. Breaded, battered, dusted, smoked, salted and prepared-meal products were rejected because they are not the plain ingredient required.",,human,2026-07-23 15:46:56.056975,2026-07-27 20:11:07.270966,0,,,count
ocado,name:coleslaw mix,Coleslaw,298,alias,,1,387.4,gpt-5.6-luna,"None of the candidates is a direct match for coleslaw mix, which is typically raw shredded cabbage, carrot and similar vegetables. The listed coleslaws are dressed ready-to-eat salads; M&S Cabbage Medley is the closest possible substitute but is not clearly a standard raw coleslaw mix.",,human,2026-07-21 17:47:03.356556,2026-07-23 10:23:23.872772,0,Coleslaw,name:sliced carrot and cabbage mix,mass
ocado,name:coley fillet,Coley Fillet,35,approved,130.0,1,315.0,gpt-5.6-luna,"No candidate is coley fillet. Hake is the best overall substitute; cod is the closest familiar firm white fish, while basa is the good-value option.",,human,2026-07-23 22:52:07.890751,2026-07-27 20:11:07.272519,0,,,count
ocado,name:condensed milk,Condensed Milk,38,approved,,0,68.4,gpt-5.6-luna,The standard ingredient is sweetened condensed milk. Caramel drizzle/filling products and evaporated milk are different products and were rejected.,,human,2026-07-23 22:39:41.795446,2026-07-23 22:46:23.935077,0,,,mass
ocado,name:confit duck legs,Confit Duck Legs,102,approved,180.0,0,714.0,gpt-5.6-luna,,,human,2026-07-23 15:47:00.665353,2026-07-27 20:11:07.270967,0,,,count
ocado,name:cooked beetroot,Cooked Beetroot,59,approved,,0,59.0,gpt-5.6-luna,"Selected plain cooked or steamed beetroot. Flavoured, balsamic, sweet-chilli, pickled, salad, grated and raw bunch products were excluded.",,human,2026-07-23 22:24:02.780307,2026-07-23 22:39:02.101132,0,,,mass
ocado,name:cooked british chicken slices,Cooked British Chicken Slices,86,approved,,0,301.0,gpt-5.6-luna,The turkey slices candidate was rejected because it is a different meat.,,human,2026-07-23 15:54:35.511078,2026-07-23 22:24:07.701406,0,,,mass
ocado,name:cooked marinated chicken slices,Cooked Marinated Chicken Slices,11,approved,,1,34.1,gpt-5.6-luna,"No candidate is genuine cooked marinated chicken. The accepted product is a 130g plant-based tikka substitute, slightly smaller than the typical 160g pack.",,human,2026-07-23 23:44:06.299888,2026-07-24 10:52:02.033077,0,,,mass
ocado,name:cooked pulled chicken,Cooked Pulled Chicken,29,approved,,1,217.5,gpt-5.6-luna,"No plain, unseasoned cooked pulled chicken candidate was returned. The accepted options are seasoned pulled or shredded chicken substitutes; the crispy shredded chicken was rejected because its crispy form is unsuitable where ordinary cooked pulled chicken is expected.",,human,2026-07-23 22:54:24.702696,2026-07-23 22:59:21.560850,0,,,mass
ocado,name:coriander,Coriander,1382,approved,,0,691.0,gpt-5.6-luna,Fresh coriander is the intended default because recipes overwhelmingly specify a bunch and typically use about 25g. Frozen or dried leaf products are form-different alternatives; ground coriander and coriander seeds are different spice forms and are not suitable matches for this ingredient.,,human,2026-07-21 17:29:41.025441,2026-07-22 16:33:10.387745,0,,,mass
ocado,name:corn on the cob,Corn on the Cob,51,approved,150.0,0,70.89,gpt-5.6-luna,Whole corn on the cob is available directly. Cobettes are acceptable only when cut cob sections are suitable; corn ribs and cob holders were rejected.,,human,2026-07-23 22:36:16.273778,2026-07-27 20:11:07.272245,0,,,count
ocado,name:corn tortilla,Corn Tortilla,6,approved,25.0,0,13.5,gpt-5.6-luna,The Old El Paso white corn tortilla wraps are the best direct match. The Cantina and Gran Luchito products are corn tortillas in hard-shell form. Corn-and-wheat products and tortilla chips were excluded.,,human,2026-07-24 11:01:16.646952,2026-07-24 16:47:12.069298,0,,,mass
ocado,name:cornflour,Cornflour,304,approved,,0,425.6,gpt-5.6-luna,,,human,2026-07-21 17:46:21.760427,2026-07-22 17:06:52.427270,0,,,mass
ocado,name:cosberg lettuce,Cosberg Lettuce,10,approved,150.0,1,14.0,gpt-5.6-luna,No exact Cosberg lettuce was listed. M&S Romaine Heart Lettuce is the closest practical substitute; the other lettuces are less similar.,,human,2026-07-23 23:45:24.537937,2026-07-24 10:50:21.280015,0,,,mass
ocado,name:courgette,Courgette,779,approved,200.0,0,1090.6,gpt-5.6-luna,"Accepted fresh courgettes and fresh courgette varieties only. Prepared dishes, tarts, grilled products, and seed packets are not suitable matches for a recipe ingredient calling for courgette.",,human,2026-07-21 17:35:26.607930,2026-07-27 20:11:07.269005,0,,,count
ocado,name:couscous,Couscous,258,approved,,0,322.5,gpt-5.6-luna,"Selected plain couscous products first. Whole-wheat, giant/pearl and gluten-free variants are retained lower-ranked as form differences; seasoned couscous mixes and ready-made couscous meals were excluded.",,human,2026-07-21 17:49:05.253583,2026-07-22 22:38:36.099732,0,,,mass
ocado,name:cracked black pepper,Cracked Black Pepper,88,approved,,0,220.0,gpt-5.6-luna,Several coarse or coarse-ground black pepper products are direct matches for cracked black pepper. Ground pepper and whole peppercorns are included only as form-different alternatives.,,human,2026-07-23 15:53:27.487496,2026-07-23 22:29:33.763224,1,,,mass
ocado,name:cream cheese,Cream Cheese,175,approved,,0,262.5,gpt-5.6-luna,"Plain full-fat soft cheese is the closest UK grocery equivalent to generic cream cheese. Flavoured, dip, snack, vegan, almond-based and cracker products were excluded.",,human,2026-07-21 17:54:04.556827,2026-07-22 22:47:18.062748,0,,,mass
ocado,name:creme fraiche,Creme Fraiche,2195,approved,,0,2414.5,gpt-5.6-luna,"Direct crème fraîche matches are available. Oatly Creamy Oat Fraiche is a plant-based substitute rather than crème fraîche, and the Isigny products are premium outliers, so they were excluded.",,human,2026-07-21 17:31:52.178641,2026-07-22 11:31:44.732251,0,,,mass
ocado,name:crispy onions,Crispy Onions,241,approved,,0,433.8,gpt-5.6-luna,Excluded the M&S sesame and poppy seed topping because it is a flavoured seed mix rather than plain crispy onions. Excluded Peppadew Spicy Onion Crunch because it is a spicy onion condiment/crunch rather than standard crispy fried onions.,,human,2026-07-21 17:50:01.775394,2026-07-22 17:06:39.792275,0,,,mass
ocado,name:croutons,Croutons,21,approved,,0,25.2,gpt-5.6-luna,"The remaining products are crispy onions, seed or salad toppers, or soup mixes containing croutons rather than standalone croutons.",,human,2026-07-23 23:04:52.928392,2026-07-23 23:12:39.464858,0,,,mass
ocado,name:crumbled blue cheese,Crumbled Blue Cheese,82,approved,,0,229.6,gpt-5.6-luna,"These are blue cheese pieces rather than pre-crumbled cheese, so they differ in preparation but can be crumbled directly for the recipe.",,human,2026-07-23 15:55:26.793856,2026-07-23 22:29:22.040683,0,,,mass
ocado,name:crumpet,Crumpet,11,approved,50.0,0,4.95,gpt-5.6-luna,"Standard plain crumpets are available; specialist, flavoured, thin, gluten-free and pikelet variants were not selected as default matches.",,human,2026-07-23 23:44:11.828777,2026-07-24 10:58:09.199016,0,,,mass
ocado,name:cucumber,Cucumber,392,approved,300.0,0,392.0,gpt-5.6-luna,"Fresh whole, large, small, organic and baby cucumbers are accepted as direct matches. Pickled cucumbers, gherkins, smacked/prepared cucumber, drinks and seeds are excluded.",,human,2026-07-21 17:43:09.555950,2026-07-27 20:11:07.269789,0,,,count
ocado,name:cumin,Cumin,20,alias,,0,22.0,gpt-5.6-luna,Ground cumin is treated as the default form. Whole cumin seed products are included as form-differs alternatives; the paneer product and premium or poor-value spice options were excluded.,,human,2026-07-23 23:14:03.943309,2026-07-23 23:24:42.080314,0,,name:ground cumin,mass
ocado,name:cumin seeds,Cumin Seeds,27,alias,,0,40.5,gpt-5.6-luna,Exact whole-seed matches are available. Ground cumin options are included only as form-different alternatives and may not provide the same texture or toasted-seed effect.,,human,2026-07-23 22:55:16.310461,2026-07-23 22:57:20.134761,0,,name:white cumin seeds,mass
ocado,name:cured ham tortelloni,Cured Ham Tortelloni,15,approved,,0,34.5,gpt-5.6-luna,"The first three are direct tortelloni matches. The remaining accepted products contain ham or prosciutto but use a different filled-pasta shape, so they are ranked as form differences.",,human,2026-07-23 23:36:58.165870,2026-07-23 23:40:00.306500,0,,,mass
ocado,name:curry powder mix,Curry Powder Mix,237,approved,,0,545.1,gpt-5.6-luna,"The best matches are generic curry powder spice blends. Dish-specific recipe mixes, curry pastes, sauces, meal kits and Japanese curry blocks were excluded because they are not the same ingredient or form.",,human,2026-07-21 17:50:23.322746,2026-07-22 16:41:48.690858,0,,,mass
ocado,name:demi garlic baguettes,garlic baguettes,71,approved,130.0,0,134.9,,Ocado returned no products for this name — try rewording the search.,,human,2026-07-23 22:22:05.333669,2026-07-27 20:11:07.271815,0,garlic baguettes,,count
ocado,name:desiccated coconut,Desiccated Coconut,171,approved,,0,359.1,gpt-5.6-luna,"Direct desiccated coconut matches are available. Coconut chips, flakes and toasted or roasted coconut products were excluded because they differ in cut or preparation.",,human,2026-07-21 17:55:19.670779,2026-07-22 22:30:10.214731,0,,,mass
ocado,name:devil s food cake mix,Devil's Food Cake Mix,25,approved,,0,80.0,gpt-5.6-luna,Only the two Betty Crocker Devil's Food products are direct matches. Other chocolate cake or brownie mixes are not the specified Devil's Food cake mix.,,human,2026-07-23 23:02:50.046768,2026-07-23 23:11:58.930264,0,,,mass
ocado,name:diced british chicken breast,Chicken Breast,653,approved,,0,2938.5,gpt-5.6-luna,Exact diced/chunked breast options are available. Fillets are included only as form-different alternatives that need dicing.,,human,2026-07-21 17:37:19.147167,2026-07-22 11:18:07.426890,0,Chicken Breast,,mass
ocado,name:diced british chicken thigh,Diced British Chicken Thigh,279,approved,,0,1057.41,gpt-5.6-luna,"No candidate is explicitly diced British chicken thigh. The accepted products are chicken thighs sold as fillets or whole thighs and require trimming and dicing; breast, cooked, seasoned, breaded and other meat products were rejected.",,human,2026-07-21 17:48:09.694669,2026-07-22 15:16:34.995768,0,,,mass
ocado,name:diced butternut squash,Diced Butternut Squash,93,approved,,0,144.15,gpt-5.6-luna,The butternut squash and sweet potato mix was rejected because it is not pure butternut squash.,,human,2026-07-23 15:52:43.707355,2026-07-23 22:33:41.053961,0,,,mass
ocado,name:diced chicken breast,Diced Chicken Breast,109,alias,,0,490.5,gpt-5.6-luna,"Excluded seasoned chicken kebabs as prepared products, and premium or poorly rated alternatives where better-value direct matches were available.",,human,2026-07-23 15:46:23.709880,2026-07-23 15:56:24.587503,0,,name:diced british chicken breast,mass
ocado,name:diced chicken thigh,Diced Chicken Thigh,164,approved,,1,621.56,gpt-5.6-luna,"No direct match: all candidates are diced chicken breast, not diced chicken thigh. Diced chicken breast could be used as a substitute, but should not be treated as an exact match.",,human,2026-07-21 17:55:34.832245,2026-07-31 13:27:44.290024,0,chicken thigh,,mass
ocado,name:diced chorizo,Diced Chorizo,414,approved,,0,1242.0,gpt-5.6-luna,The M&S Spanish Diced Chorizo is the direct match. The other accepted products are chorizo in a different cut or form and may need chopping; turkey chorizo is excluded because it is a different meat and not a close default match.,,human,2026-07-21 17:42:17.539622,2026-07-22 11:52:43.513075,0,,,mass
ocado,name:diced pork,diced pork,4,approved,,0,21.8,,,,human,2026-07-30 19:44:22.679409,2026-07-30 19:44:22.690554,0,,,mass
ocado,name:diced sweet potato,Diced Sweet Potato,74,approved,,0,125.8,gpt-5.6-luna,The mixed butternut squash and sweet potato product was rejected because it is not solely diced sweet potato.,,human,2026-07-23 22:21:47.205050,2026-07-23 22:34:05.517698,0,,,mass
ocado,name:dijon mustard,Dijon Mustard,220,approved,,0,253.0,gpt-5.6-luna,"Excluded honey Dijon, wholegrain mustard, and Dijon mayonnaise/sauce because they are different products or forms.",,human,2026-07-21 17:51:11.819316,2026-07-22 22:47:37.275400,0,,,mass
ocado,name:dill,Dill,172,approved,,0,172.0,gpt-5.6-luna,"Fresh dill matches are available. Dried and chopped products are included only as form-different alternatives; dill sauces, seasoned foods, pickles and prepared meals are not substitutes for the ingredient.",,human,2026-07-21 17:54:33.077941,2026-07-23 11:31:20.520023,0,,,mass
ocado,name:ditali pasta,Ditali Pasta,31,approved,,0,80.6,gpt-5.6-luna,Other candidates are unrelated pasta shapes and are not suitable matches for ditali.,,human,2026-07-23 22:53:15.062452,2026-07-23 22:54:12.528128,0,,,mass
ocado,name:double cream,Double Cream,45,approved,,0,76.5,gpt-5.6-luna,,,human,2026-07-23 22:37:22.021018,2026-07-23 22:38:05.662662,0,,,mass
ocado,name:dried apricots,Dried Apricots,65,approved,,0,204.75,gpt-5.6-luna,Accepted plain dried apricots and clearly identified chopped/soft variants. Mixed fruit products and apricot-mango snacks were excluded.,,human,2026-07-23 22:22:48.998083,2026-07-23 22:30:19.513663,0,,,mass
ocado,name:dried basil,Dried Basil,25,approved,,0,27.5,gpt-5.6-luna,,,human,2026-07-23 23:02:53.836292,2026-07-23 23:12:35.504377,0,,,mass
ocado,name:dried cranberries,Dried Cranberries,127,approved,,0,393.7,gpt-5.6-luna,"Excluded cranberry mixes, chocolate- or yoghurt-coated cranberries, cranberry sauce, cheese, and mixed fruit products because they are not plain dried cranberries.",,human,2026-07-21 18:02:42.853679,2026-07-22 17:09:55.825212,0,,,mass
ocado,name:dried italian herbs,Dried Italian Herbs,115,alias,,0,,,Candidates cached but the proposal step failed: OPENAI_API_KEY is not set. Add it to the repo-root .env (see .env.example).,,human,2026-07-23 10:38:14.338211,2026-07-25 10:24:55.255081,0,,name:italian style herbs,mass
ocado,name:dried mint,Dried Mint,16,approved,,0,8.0,gpt-5.6-luna,Peppermint teabags are not suitable matches for dried mint as a cooking ingredient.,,human,2026-07-23 23:16:16.872006,2026-07-23 23:26:53.291743,0,,,mass
ocado,name:dried oregano,Dried Oregano,373,approved,,0,410.3,gpt-5.6-luna,"The accepted products are dried oregano suitable for recipe use. Oregano oil, dried thyme, dried basil and mixed herbs were rejected as unrelated or inappropriate forms.",,human,2026-07-21 17:43:28.807960,2026-07-22 17:08:35.962189,0,,,mass
ocado,name:dried rosemary,Dried Rosemary,215,approved,,0,236.5,gpt-5.6-luna,,,human,2026-07-21 17:51:38.300095,2026-07-23 10:59:05.662193,0,,,mass
ocado,name:dried thyme,Dried Thyme,175,approved,,0,192.5,gpt-5.6-luna,Ocado Dried Sage is not dried thyme and is rejected.,,human,2026-07-21 17:54:06.561574,2026-07-23 11:25:47.760455,0,,,mass
ocado,name:dry roasted peanuts,Dry Roasted Peanuts,8,approved,,0,26.0,gpt-5.6-luna,Honey-roasted and flavoured peanuts were excluded because their sweetness or added flavour does not match plain dry roasted peanuts. Premium Mr Filbert's options were also omitted in favour of better-value direct matches.,,human,2026-07-24 10:54:44.919935,2026-07-24 10:56:42.153210,0,,,mass
ocado,name:duck breasts,Duck Breasts,75,approved,180.0,0,712.5,gpt-5.6-luna,Sauced or glazed duck products were excluded because the recipes call for plain duck breasts.,,human,2026-07-23 22:21:33.119162,2026-07-27 20:11:07.271701,0,,,count
ocado,name:dukkah mix,Dukkah Mix,69,approved,,0,155.25,gpt-5.6-luna,,,human,2026-07-23 22:22:34.510093,2026-07-23 22:32:35.926203,0,,,mass
ocado,name:easy garlic,Easy Garlic,36,approved,,0,75.6,gpt-5.6-luna,"Easy Garlic is best matched by plain garlic paste or purée. Minced, chopped, or peeled garlic are usable form-different alternatives. Flavoured, smoked, roasted, ginger-blended, and prepared-food products were excluded.",,human,2026-07-23 22:51:52.017848,2026-07-23 22:54:44.368611,1,,,mass
ocado,name:echalion shallot,Echalion Shallot,952,approved,40.0,0,1475.6,gpt-5.6-luna,"Exact echalion shallots are available. Generic shallots are included only as lower-ranked substitutes; pickled shallots are unsuitable, and chopped shallots differ in preparation form.",,human,2026-07-21 17:34:10.244134,2026-07-27 20:11:07.267511,0,,,count
ocado,name:egg,Egg,585,approved,55.0,0,1053.0,gpt-5.6-luna,Medium eggs are the closest size match to the typical 55 g usage. Large eggs are also valid direct matches when recipe size is not specified.,,human,2026-07-21 17:38:41.889014,2026-07-27 20:11:07.269223,0,,,count
ocado,name:egg for binding,Egg for Binding,31,alias,,0,,,Ocado returned no products for this name — try rewording the search.,,human,2026-07-23 22:53:15.175412,2026-07-25 10:24:07.639066,0,,name:egg,mass
ocado,name:egg noodle nest,Egg Noodle Nest,605,approved,,0,756.25,gpt-5.6-luna,No candidate is explicitly described as an Asian egg noodle nest. The accepted products are egg noodles in other stated forms or thicknesses; Italian egg nest pasta and rice vermicelli were excluded as different products.,,human,2026-07-21 17:38:25.348431,2026-07-22 15:48:06.366227,0,,,mass
ocado,name:eggs,Eggs,34,approved,60.0,0,61.2,gpt-5.6-luna,"The ingredient does not specify egg size, so medium and large hen's eggs are accepted. Approximately 60 g per egg is a reasonable whole-egg estimate; duck, very large, organic, and premium/gourmet variants were not prioritised.",,human,2026-07-23 22:52:28.065588,2026-07-27 20:11:07.272629,0,,,count
ocado,name:fable slow braised mushrooms,Fable Slow-Braised Mushrooms,9,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-24 10:53:19.958019,2026-07-24 10:53:19.958024,0,,,mass
ocado,name:falafel,Falafel,14,alias,,0,32.2,gpt-5.6-luna,Direct ready-made falafel matches are available. Falafel bowls were excluded because they are complete meals rather than falafel products; mixes were included only as lower-ranked form-different options.,,human,2026-07-23 23:37:12.293372,2026-07-23 23:40:16.004885,0,,name:ready to eat falafels,mass
ocado,name:falafel mix,Falafel Mix,15,approved,,0,28.5,gpt-5.6-luna,The Al'Fez Shawarma Spice Mix is not a falafel mix and is rejected.,,human,2026-07-23 23:37:01.441776,2026-07-23 23:42:22.986422,0,,,mass
ocado,name:feijoada paste,Feijoada Paste,10,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-23 23:45:24.677482,2026-07-23 23:45:24.677491,0,,,mass
ocado,name:fennel,Fennel,50,approved,250.0,0,57.5,gpt-5.6-luna,"Selected only fresh fennel bulbs. Fennel seeds, prepared foods, sausages, teas and other products containing fennel are not the requested ingredient.",,human,2026-07-23 22:36:23.434766,2026-07-27 20:11:07.272246,0,,,count
ocado,name:fennel seeds,Fennel Seeds,16,approved,,0,17.6,gpt-5.6-luna,"Excluded fenugreek seeds, fresh fennel bulbs, and fennel-seed tarallini as unrelated products.",,human,2026-07-23 23:16:21.262902,2026-07-23 23:26:06.285163,0,,,mass
ocado,name:feta cheese,Feta Cheese,312,approved,,0,670.8,gpt-5.6-luna,"Whipped, flavoured, barrel-aged premium, vegan, prepared foods and low-rated salad-cheese products were excluded. The accepted list prioritises plain feta and value; the cubed feta is included as a form-different fallback.",,human,2026-07-21 17:46:01.262549,2026-07-22 16:35:31.594199,0,,,mass
ocado,name:fig jam,Fig Jam,103,approved,,0,370.8,gpt-5.6-luna,Bonne Maman Fig Conserve is a direct match. The fig yoghurt is unrelated and rejected.,,human,2026-07-23 15:46:58.268175,2026-07-23 22:22:06.769850,0,,,mass
ocado,name:figs,Figs,30,approved,35.0,0,79.5,gpt-5.6-luna,"The best matches are fresh figs. Dried figs are included only as form-different alternatives; coated figs, fig rolls, preserves, chutneys, yoghurts and fig-flavoured products are not suitable matches.",,human,2026-07-23 22:53:45.271201,2026-07-23 22:54:17.531045,0,,,mass
ocado,name:filo pastry sheets,Filo Pastry Sheets,52,approved,15.0,0,109.2,gpt-5.6-luna,All three candidates are genuine filo pastry products; the first M&S option is the best default.,,human,2026-07-23 22:24:43.742749,2026-07-27 20:11:07.272130,0,,,count
ocado,name:fine beans tenderstem broccoli and baby corn,"Fine Beans, Tenderstem Broccoli and Baby Corn",5,approved,,0,6.25,gpt-5.6-luna,The first product is the direct match. The second is a practical larger-pack substitute but adds carrots.,,human,2026-07-24 16:54:38.449646,2026-07-27 11:18:57.221382,0,,,mass
ocado,name:fine beans young pea pods and tenderstem broccoli,"Fine Beans, Young Pea Pods and Tenderstem Broccoli",7,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-24 10:59:34.413331,2026-07-24 10:59:34.413344,0,,,mass
ocado,name:finely chopped tomatoes,Finely Chopped Tomatoes,239,approved,390.0,0,112.33,gpt-5.6-luna,"Standard 400g tins/cartons are the best fit for the typical 390g recipe quantity. Flavoured versions containing basil, garlic or oregano were excluded because they are not plain finely chopped tomatoes.",,human,2026-07-21 17:50:12.165308,2026-07-29 15:59:55.130373,0,,,count
ocado,name:finely chopped tomatoes with basil,Finely Chopped Tomatoes with Basil,117,approved,,0,222.3,,Candidates cached but the proposal step failed: OPENAI_API_KEY is not set. Add it to the repo-root .env (see .env.example).,,human,2026-07-23 10:38:12.812053,2026-07-27 11:17:40.394273,0,,,mass
ocado,name:finely chopped tomatoes with onion and garlic,Finely Chopped Tomatoes with Onion and Garlic,426,approved,,1,809.4,gpt-5.6-luna,No exact candidate includes finely chopped tomatoes with both onion and garlic. The Mutti product is the closest substitute; add onion separately if required.,,human,2026-07-21 17:41:39.328567,2026-07-22 15:45:46.675429,0,,,mass
ocado,name:firm tofu,Firm Tofu,109,approved,,0,250.7,gpt-5.6-luna,"Seasoned, smoked, marinated, soft/silken tofu, tempeh and plant-based meat products were excluded because plain firm tofu is required.",,human,2026-07-23 15:46:32.194685,2026-07-23 22:25:42.625888,0,,,mass
ocado,name:fish pie mix,Fish Pie Mix,41,approved,,0,225.5,gpt-5.6-luna,,,human,2026-07-23 22:38:38.204248,2026-07-23 22:39:32.532698,0,,,mass
ocado,name:fish sauce,Fish Sauce,10,approved,,0,16.0,gpt-5.6-luna,"Vegetarian fish sauce, fish pie seasoning, and teriyaki sauce were rejected because they are not standard fish sauce.",,human,2026-07-23 23:45:28.603833,2026-07-24 10:50:16.564082,0,,,mass
ocado,name:flaked almonds,Flaked Almonds,124,approved,,0,260.4,gpt-5.6-luna,,,human,2026-07-21 18:03:30.272165,2026-07-22 22:47:23.685447,0,,,mass
ocado,name:flank steak,Flank Steak,22,approved,,1,112.2,gpt-5.6-luna,"No candidate is clearly a beef flank steak. The Ocado rump steak is the most practical beef substitute; M&S Sizzle Steaks may also work, but the cut is not specified. Plant-based flank steak and premium sirloin/fillet products are not direct matches.",,human,2026-07-23 23:04:18.212845,2026-07-23 23:10:38.636000,0,,,mass
ocado,name:flat leaf parsley,Flat Leaf Parsley,1105,approved,,0,552.5,gpt-5.6-luna,,,human,2026-07-21 17:30:37.527393,2026-07-22 16:41:14.299467,0,,,mass
ocado,name:flatbread,Flatbread,10,approved,90.0,0,19.0,gpt-5.6-luna,"The ingredient is generic, so plain Greek, Persian, Lebanese and soft flatbreads are prioritised. Tortillas and piadina are included only as form-different alternatives; crackers, crispbread snacks, seasoned dessert-style flatbreads, naan and garlic-cheese frozen flatbread were excluded.",,human,2026-07-23 23:45:38.873100,2026-07-24 10:52:26.255943,0,,,mass
ocado,name:flora original,Flora Original,22,approved,,0,58.3,gpt-5.6-luna,,,human,2026-07-23 23:04:19.955814,2026-07-23 23:12:10.696386,0,,,mass
ocado,name:flour,Flour,39,approved,,0,31.2,gpt-5.6-luna,"Generic flour is best mapped to plain white flour. Self-raising, bread, wholemeal, rye, seeded and atta flours were excluded because they are different types or forms.",,human,2026-07-23 22:39:24.290440,2026-07-23 22:51:39.640260,1,,,mass
ocado,name:flour tortillas,Flour Tortillas,9,alias,,0,12.6,gpt-5.6-luna,"Selected plain or wholemeal wheat flour tortillas and excluded mini wraps, corn tortillas, tortilla chips, pockets/boats, kits and specialist low-carb or high-protein products.",,human,2026-07-24 10:53:29.543210,2026-07-24 10:57:08.893352,0,,name:plain taco tortillas,mass
ocado,name:ford farm coastal cheddar,Ford Farm Coastal Cheddar,5,no_match,,0,,,Ocado returned no products for this name — try rewording the search.,,auto,2026-07-24 16:54:38.566838,2026-07-24 16:54:38.566843,0,,,mass
