retailer,ingredient_key,sku,rank,match_type,accepted,reason,source,llm_rank
ocado,name:caramelised red onion relish,20a23b62-7920-45bc-8b78-0af249f34682,5,substitute,1,"Caramelised onion chutney is suitable for the same recipe uses, but lacks the specified red onion and ale adds flavour variation.",human,
ocado,name:caramelised red onion relish,503732c2-9661-43f6-a663-6d64d3bc4011,6,substitute,1,"Red onion marmalade is suitable as a relish substitute, but is a premium-priced option.",human,
ocado,name:caramelised red onion relish,848c6467-b3b5-4492-a4de-76d98081bf91,7,form_differs,1,Caramelised onions may provide the intended flavour but are a less processed onion preparation than relish and may have a chunkier texture.,human,
ocado,name:cardamom pod,08d5320e-3855-4ac3-812b-1f4489a71002,1,exact,1,"Cardamom pods in a good-value 33g pack, well suited to the typical 6–12g recipe usage.",human,
ocado,name:cardamom pod,01e20d19-b949-4d66-ba8e-f472d93d3db5,2,exact,1,"Whole cardamom in a 26g jar, a suitable standard-sized option.",human,
ocado,name:cardamom pod,d883d540-719c-4006-b017-05f48d76640c,3,exact,1,Cardamom product in a suitable 22g pack; less clearly labelled than the pod options and poorer value than the top choices.,human,
ocado,name:caribbean style jerk,2086c2ab-bdda-45c8-80f2-928bcb4ea3d3,1,exact,1,Jamaican jerk seasoning in a practical 100g pack; good-value direct match for dry Caribbean-style jerk seasoning.,human,
ocado,name:caribbean style jerk,11ceff85-7348-4750-b91b-464ea8682d19,2,exact,1,"Direct jerk seasoning match in a small 51g jar, well suited to recipes using around 8–12g.",human,
ocado,name:caribbean style jerk,249fc7a4-42bd-4715-b1c1-8a338b676189,3,exact,1,"Jamaican jerk seasoning and very good value, though the 300g pack is larger than typical usage requires.",human,
ocado,name:caribbean style jerk,ac912d8b-9e50-4a01-946d-e5e4cc8bdaec,4,form_differs,1,"Jerk seasoning recipe mix rather than a plain seasoning, but still a suitable dry jerk-style flavouring in a convenient 30g sachet.",human,
ocado,name:caribbean style jerk,1d9034f6-3af7-4871-8c40-4e24df747d2e,5,form_differs,1,Jerk seasoning with added lemon flavour; usable as a variation but not as neutral as standard jerk seasoning.,human,
ocado,name:carr s crackers,f9f6a94a-9c37-4ab0-942b-06ae9a1caf54,1,exact,1,"Plain Carr's Table Water Crackers are the closest standard match, and the 125g pack exactly matches the typical recipe amount.",llm,
ocado,name:carr s crackers,d0f31d4f-82b0-4dd9-b116-e60ac280ec56,2,exact,1,Plain Carr's Table Water Crackers in a larger 200g pack; same suitable cracker type but less closely sized to the typical 125g usage.,llm,
ocado,name:carrot,27303cd1-50d4-474b-a495-251c4aba09b2,1,exact,1,"Ocado own-brand fresh carrots at excellent value; a reliable standard carrot, though the 1kg pack is larger than the typical recipe usage.",human,
ocado,name:carrot,5a75fbee-99d2-4e24-af3a-bdc2504b270e,2,exact,1,Good-value Ocado own-brand fresh carrots in a pack size well suited to recipes using 100–200g.,human,
ocado,name:carrot,ae5b2d08-0a66-4ea1-9b7d-f0cada766d76,3,exact,1,Ocado own-brand organic fresh carrots in a moderately sized 750g pack; suitable when organic is preferred.,human,
ocado,name:carrot,d98065fd-1cf7-4778-a22c-5bd339f21132,4,exact,1,"Fresh Ocado organic bunched carrots in a convenient 400g pack, but less good value than standard carrots.",human,
ocado,name:carrot,f08e0168-1b1a-4fe3-a24b-8a83d90f0fbe,5,exact,1,"Fresh standard carrots in a useful 500g pack and reasonably priced, but not Ocado own-brand.",human,
ocado,name:carrot,bf6944d6-1bc1-4963-9c5c-1b763a1b4e3f,6,exact,1,"Fresh M&S carrots and a suitable 1kg pack, though less good value than the Ocado standard option.",human,
ocado,name:carrot,2f1dc5ca-09ab-47d3-80fd-0ad3af8d8f5c,7,form_differs,1,"The correct ingredient, but frozen and sliced rather than fresh whole carrots; suitable for many cooked recipes.",human,
ocado,name:carrot,7d8cda08-c24b-4ddc-a600-64fda900c8e0,8,form_differs,1,"The correct ingredient, but pre-cut into batons and sold by M&S at a higher price.",human,
ocado,name:carrot,bd4b8c16-742c-42c7-8b95-c20be894ba9b,9,form_differs,1,"The correct ingredient, but canned and combined with petit pois, so less suitable as a general carrot purchase.",human,
ocado,name:cashew butter,3c50df57-0112-46fe-bd9f-96cd2fb92c86,1,exact,1,"Cashew nut butter in a practical 227g pack, with the best value among the direct matches and a strong rating.",human,
ocado,name:cashew butter,9b092a13-d7f4-40b9-b7cb-bf2e4485c674,2,exact,1,Smooth cashew butter and reasonably priced; the 170g pack is suitable for recipes using about 30g.,human,
ocado,name:cashew butter,72fd564f-3276-41b0-93e1-003ed7329b61,3,exact,1,"Organic cashew nut butter and a direct match, though more expensive per gram than the leading options.",human,
ocado,name:cashew butter,6d5c4fc9-9abe-4164-bf8c-be44acbd206a,4,exact,1,"Direct cashew nut butter match, but relatively expensive and less highly rated than the alternatives.",human,
ocado,name:cashew butter,696acb0d-3f11-4bbe-b655-a704e00fe8fe,5,form_differs,1,"Cashew butter is the correct ingredient, but the crunchy texture may not suit recipes expecting smooth butter.",human,
ocado,name:cashew nuts,51a53c04-41e1-4031-858d-23f2b2a8fa56,1,exact,1,"Plain cashew nuts in a practical 200g pack, good value for typical 25g recipe usage.",human,
ocado,name:cashew nuts,51198702-2406-454e-857c-715c136a2588,2,exact,1,Plain cashew nuts in a suitable 200g pack with a strong rating and reasonable price.,human,
ocado,name:cashew nuts,af054600-08ff-4205-b17a-ac576f057161,3,exact,1,"Plain cashews at the lowest unit price among the well-sized packs, though 500g is larger than typical usage requires.",human,
ocado,name:cashew nuts,28a82f72-6e4a-4b2f-967e-8200ca1c00e1,4,exact,1,"Plain cashews in a compact 150g pack, suitable when only a small amount is needed.",human,
ocado,name:cashew nuts,3ecd6153-3a69-46a5-a8ad-1788a5145a6c,5,exact,1,Plain M&S cashews in a convenient 100g pack; suitable for occasional recipes despite a slightly higher unit price.,human,
ocado,name:cashew nuts,d6bea329-61a2-49a9-b035-8c9474faad89,6,exact,1,"Organic plain cashew nuts in a 100g pack, but more expensive than the standard options.",human,
ocado,name:cashew nuts,7bb8cd9b-9117-4c1b-bbbd-c05012804cb1,7,exact,1,Plain M&S cashews in a 400g pack; good for frequent use but larger than the typical recipe requirement.,human,
ocado,name:cashew nuts,519bd550-c009-49f0-8d59-77d1c41606aa,8,exact,1,Plain M&S cashews in a 750g pack; suitable for bulk use but excessive for occasional 25g recipes.,human,
ocado,name:cashew nuts,aaa2f1e7-b757-4562-971f-d5abbe09fe7f,9,exact,1,"Organic whole cashews in a 250g pack, but weaker rating and higher price than better-value alternatives.",human,
ocado,name:cashew nuts,370940b7-96b3-4805-b923-db02063e9ad4,10,form_differs,1,"Cashews are the correct ingredient but these are roasted and salted, which may alter recipe flavour and seasoning.",human,
ocado,name:cashew nuts,bb037868-5dbd-4965-80ee-8f0379cba209,11,form_differs,1,Correct nut but roasted and salted; usable only where added salt and roasting are acceptable.,human,
ocado,name:cashew pieces,51a53c04-41e1-4031-858d-23f2b2a8fa56,1,form_differs,1,Plain cashew nuts in a convenient 200g pack and good value; chop the whole nuts into pieces as needed.,llm,
ocado,name:cashew pieces,af054600-08ff-4205-b17a-ac576f057161,2,form_differs,1,Plain cashew nuts with excellent value per kg and a larger pack suitable for repeated 25g uses; chop into pieces.,llm,
ocado,name:cashew pieces,28a82f72-6e4a-4b2f-967e-8200ca1c00e1,3,form_differs,1,Plain cashew nuts in a suitably sized 150g pack at good value; chop into pieces.,llm,
ocado,name:cashew pieces,51198702-2406-454e-857c-715c136a2588,4,form_differs,1,Plain cashew nuts with a good rating and suitable 200g pack; chop into pieces.,llm,
ocado,name:cashew pieces,7bb8cd9b-9117-4c1b-bbbd-c05012804cb1,5,form_differs,1,Plain M&S cashews in a good-value 400g pack; chop into pieces.,llm,
ocado,name:cashew pieces,3ecd6153-3a69-46a5-a8ad-1788a5145a6c,6,form_differs,1,"Plain cashews in a compact 100g pack, enough for several typical recipe portions; chop into pieces.",llm,
ocado,name:cashew pieces,d6bea329-61a2-49a9-b035-8c9474faad89,7,form_differs,1,"Plain organic cashews, though less economical than the leading options; chop into pieces.",llm,
ocado,name:cashew pieces,aaa2f1e7-b757-4562-971f-d5abbe09fe7f,8,form_differs,1,"Plain organic whole cashews; suitable when organic is preferred, but relatively expensive and should be chopped.",llm,
ocado,name:cashew pieces,93b5928d-a774-4bda-8272-658510975c4b,9,form_differs,1,"Plain cashew nuts in a small 125g pack; chop into pieces, but relatively expensive.",llm,
ocado,name:cashew pieces,85b85fff-9b32-4082-897d-1250bb1d433a,10,form_differs,1,"Plain cashew nuts and reasonable value, but the 700g pack is larger than typically needed and the rating is weaker.",llm,
ocado,name:caster sugar,70222f76-8955-4d91-bb9c-80c1c3041f32,1,exact,1,Ocado own-brand standard caster sugar and good value for general baking use.,human,
ocado,name:caster sugar,9e5f7dd0-8ae4-4ac8-b921-d1106f9b1157,2,exact,1,"Standard caster sugar in a smaller 500g pack, well suited to recipes typically using around 75g.",human,
ocado,name:caster sugar,81c05428-1833-4bbb-b72d-fac28261ef9a,3,exact,1,Standard caster sugar in a 1kg pack; a suitable branded alternative.,human,
ocado,name:caster sugar,d05a5c48-5af1-45f7-a041-7bcef7057321,4,exact,1,Standard caster sugar in a 1kg pack; suitable but less good value than the higher-ranked options.,human,
ocado,name:caster sugar,37f8609f-c47f-4630-859b-467baf632e8f,5,exact,1,"Standard caster sugar and a direct match, though the lower rating makes it a weaker default.",human,
ocado,name:caster sugar,157ceeb2-8a5f-44b6-9b8b-a34f5d59f827,6,form_differs,1,Golden caster sugar has the correct fine caster texture but adds a golden colour and mild caramel flavour.,human,
ocado,name:caster sugar,76146987-5a2e-409e-8076-4b63b4a8c39e,7,form_differs,1,Golden caster sugar is usable in many baking recipes but differs in colour and flavour from standard caster sugar.,human,
ocado,name:cauliflower,8de456a1-5724-42cd-8094-2ca3282e35a9,1,exact,1,"Whole cauliflower; the extra-large size is a good fit for the typical approximately 550g recipe amount, with a strong rating and reasonable price.",human,
ocado,name:cauliflower,12f3a830-9e76-4acf-a6e8-1b6c7e7165de,2,exact,1,Standard whole cauliflower and very good value; suitable for recipes calling for one cauliflower.,human,
ocado,name:cauliflower,da7fb9ea-9c4f-4770-a0be-8fff45b0f5cf,3,exact,1,"Ocado own-brand whole cauliflower at the lowest price, though its lower rating makes it a slightly less preferred default.",human,
ocado,name:cauliflower,4c0a9147-7ee1-4d68-ac3a-cfde24607c61,4,exact,1,"Whole cauliflower from Ocado; suitable ingredient, but the organic premium and middling rating reduce its value as a default.",human,
ocado,name:cauliflower,3f74d212-8a53-420c-ab5f-4541900f8700,5,exact,1,"Organic whole cauliflower and a valid direct match, but more expensive than standard whole options.",human,
ocado,name:cauliflower,740864e2-4eed-4958-a5ac-e2a61ea319f8,6,form_differs,1,"Plain cauliflower florets, so it is the right vegetable in a prepared form; the 400g pack is somewhat below the typical 550g usage.",human,
ocado,name:cauliflower,5afa924b-4eb0-4f90-9894-9ce115359e75,7,form_differs,1,"Plain frozen cauliflower florets and good value, but frozen/pre-cut rather than a fresh whole cauliflower and a relatively large 1kg pack.",human,
ocado,name:cauliflower florets,740864e2-4eed-4958-a5ac-e2a61ea319f8,1,exact,1,"Ocado cauliflower florets in a 400g pack, closely matching the typical 300g recipe quantity.",human,
ocado,name:cauliflower florets,8de456a1-5724-42cd-8094-2ca3282e35a9,2,form_differs,1,"Extra-large plain fresh cauliflower that can be cut into florets, though likely more than one typical recipe quantity.",human,
ocado,name:cauliflower florets,da7fb9ea-9c4f-4770-a0be-8fff45b0f5cf,3,form_differs,1,Plain fresh cauliflower that can be cut into florets; a suitable whole-vegetable alternative.,human,
ocado,name:cauliflower florets,5afa924b-4eb0-4f90-9894-9ce115359e75,4,form_differs,1,"Plain cauliflower florets, but frozen rather than fresh; good-value 1kg pack suitable for recipes using 300g portions.",human,
ocado,name:cauliflower florets,12f3a830-9e76-4acf-a6e8-1b6c7e7165de,5,form_differs,1,Plain M&S cauliflower that can be prepared as florets; sold whole rather than pre-cut.,human,
ocado,name:cauliflower florets,3f74d212-8a53-420c-ab5f-4541900f8700,6,form_differs,1,"Organic plain cauliflower that can be cut into florets, but whole and less good value than the standard options.",human,
ocado,name:cauliflower florets,4c0a9147-7ee1-4d68-ac3a-cfde24607c61,7,form_differs,1,"Organic plain cauliflower that can be cut into florets, but whole and with a relatively low rating.",human,
ocado,name:cavolo nero,c7bc1aa0-54d7-4d10-9f1d-c59d6e7c9c5f,1,exact,1,Ocado own-brand fresh Cavolo Nero in a practical 200g pack and good value.,llm,
ocado,name:cavolo nero,d079267a-94e4-4a97-a7ea-3c4d4273620e,2,exact,1,"Fresh Cavolo Nero in a suitable 200g pack; highly rated, though slightly more expensive than Ocado.",llm,
ocado,name:cavolo nero,a77e7b80-e49f-4cd1-9b52-0c6ea1fbe525,3,form_differs,1,"Cavolo Nero, washed and ready to cook in a smaller 125g pack; convenient but poor value compared with the larger packs.",llm,
ocado,name:celeriac,d657e2c8-c937-402b-a0ec-a42bdb7b8a73,1,exact,1,"Whole fresh celeriac, matching the ingredient and the typical use of one celeriac.",human,
ocado,name:celery stick,72973d6d-1356-4c24-952a-03ceae07f63e,1,exact,1,Ocado own-brand celery sticks in a practical 350g pack and the best value option.,human,
ocado,name:celery stick,af91d9a6-b2c0-4c9a-9922-aacff023d9d1,2,exact,1,Directly matches celery sticks in a suitable 350g pack; slightly more expensive than Ocado own-brand.,human,
ocado,name:celery stick,4227971b-3f72-439b-9061-876b59872e05,3,exact,1,"Organic celery sticks and therefore a direct match, though less value-focused than the own-brand option.",human,
ocado,name:celery stick,6a5a8d4b-a136-4136-bca6-188bc1f24ffc,4,form_differs,1,"Whole celery is the same ingredient and can be cut into sticks, but requires preparation and is sold by the bunch.",human,
ocado,name:central american style spice mix,sp:91597,1,exact,1,"Fajita and taco seasonings were standing in for this blend; they are a substitute, not the thing.",human,
ocado,name:central american style spice mix,8c18dced-905c-479c-ba6e-f72002f86066,2,substitute,1,"Mexican taco seasoning is a close direct match for a Central American-style spice mix, and the 28g pack provides several typical 8g recipe portions at a reasonable price.",human,
ocado,name:central american style spice mix,9ec157cf-9efe-4373-b275-d57e9effe879,3,substitute,1,Mexican fajita seasoning with cumin and chipotle is a suitable Central American spice blend; good-value 28g pack and stronger rating than several alternatives.,human,
ocado,name:central american style spice mix,08953dcf-7855-4954-80f3-bd290c7e6c71,4,substitute,1,Medium fajita seasoning is a broadly usable Mexican-style spice mix in the appropriate small pack size.,human,
ocado,name:central american style spice mix,50bcbaef-4963-4697-8c20-5969eb3bcf75,5,substitute,1,"A taco seasoning mix is directly suitable, with a slightly larger 39g pack and good value per gram.",human,
ocado,name:central american style spice mix,4245eee9-a7f7-4bd7-83b7-5f2724a1f503,6,substitute,1,"Medium jalapeno and cumin fajita/taco seasoning is a good flavor match, though it is less good value than the Capsicana options.",human,
ocado,name:central american style spice mix,421c3cfe-fd98-4328-935e-78b53e35b737,7,substitute,1,Mild Mexican fajita seasoning is suitable where a less spicy blend is wanted; the 28g pack fits the typical sachet-style usage.,human,
ocado,name:central american style spice mix,68d0e1b6-2582-4923-9e04-f7f4bf0d6d70,8,substitute,1,"Taco seasoning is a reasonable direct match, but its low rating makes it a weaker default than the alternatives.",human,
ocado,name:central american style spice mix,d43db67d-bece-4753-bd12-28fd71d391ce,9,substitute,1,"Smoky BBQ fajita seasoning can work as a Central American-style blend, but the BBQ profile is less neutral for general use.",human,
ocado,name:chantenay carrots,5a75fbee-99d2-4e24-af3a-bdc2504b270e,1,exact,1,"Direct match for Chantenay carrots, with a 400g pack close to the typical 150–250g recipe usage and good value.",human,
ocado,name:chantenay carrots,faf0bfca-6e4c-4340-b9f1-8e71c4a14141,2,form_differs,1,"Chantenay carrots in the correct variety, but frozen rather than fresh; the 500g pack is suitable for repeated use.",human,
ocado,name:char siu paste,b4bcdfd7-5a77-4e56-bc4a-938b90713051,1,exact,1,Char siu sauce is the standard ready-made equivalent used in recipes calling for char siu paste; suitable for the typical 75–125g quantity.,human,
ocado,name:charlie bigham s lasagne,5586220b-f03e-4a06-a0a0-adafeb4e94da,1,exact,1,Exact Charlie Bigham's Lasagne product; the 690g pack is the best-value and most standard option for a recipe calling for one unit.,human,
ocado,name:charlie bigham s lasagne,05994ab6-6819-4cd4-841d-f8db04f62b5f,2,exact,1,Exact Charlie Bigham's Lasagne product in a smaller single-serving pack; useful where one portion rather than a two-person pack is needed.,human,
ocado,name:cheese sauce,941772a5-88bc-43ec-904a-3324df6ea8ec,1,exact,1,"Ready-made vintage cheddar cheese sauce in a relatively small 200g pack, well suited to occasional 60g usage.",human,
ocado,name:cheese sauce,25bc28a8-ee75-420e-8361-52a19d500779,2,exact,1,"Ready-made four-cheese sauce in a 280g pack; a genuine match, though less good value than the larger mainstream options.",human,
ocado,name:cheese sauce,54ee8d42-0f2b-4c68-8f6f-0b65eca7ea0a,3,exact,1,"Ready-made four-cheese sauce, with a 350g pack providing a practical amount for recipes using 60g.",human,
ocado,name:cheese sauce,ec3a1f69-bbfb-44c0-ba82-22df076383c3,4,exact,1,Ready-made creamy cheese white pasta sauce and a suitable stand-in for generic cheese sauce; the 470g pack is larger than needed for 60g usage.,human,
ocado,name:cheese sauce,fe3b49ed-28af-42be-a1e4-e1c001ec3e77,5,substitute,1,"Vegan cheese-style sauce that can substitute for cheese sauce, but it differs in ingredients and flavour.",human,
ocado,name:cheese sauce,0f4e1ed9-5dc3-4d53-adb0-8ce7f1547b7c,6,form_differs,1,"Cheese sauce mix that produces cheese sauce when prepared, rather than being ready-made; useful if preparation is acceptable.",human,
ocado,name:cheese sauce,ffcb7322-6ba3-4111-81f8-8bb35ab1257e,7,form_differs,1,Cheese sauce granules that require preparation; a less direct match than ready-made sauce.,human,
ocado,name:cheese sauce,f2996a88-2d39-49f9-9428-574d01126498,8,form_differs,1,"Cheddar cheese sauce mix requiring preparation, with a small sachet that does not correspond directly to 60g prepared sauce.",human,
ocado,name:cheese sauce,83f71cc4-f6aa-4076-89c4-5d30e3742d78,9,form_differs,1,"Cheese sauce mix requiring preparation, but its extra-mature cheddar profile and poor rating make it a weaker choice.",human,
ocado,name:cheese sauce,604de237-e72c-4a31-9d1a-04a6a9c046c0,10,form_differs,1,White lasagne/bechamel sauce that may work as a sauce base but is not clearly a cheese sauce.,human,
ocado,name:cheese sauce,27181cf7-ba2e-4604-b1a9-168380fb810a,11,form_differs,1,"White lasagne pasta sauce that can substitute for cheese sauce in some dishes, but is primarily béchamel-style sauce.",human,
ocado,name:cheese sauce,3878e83e-5aee-472b-af76-541fb1e7ba1a,12,form_differs,1,Bechamel sauce suitable only as a broad substitute; it is not specifically a cheese sauce.,human,
ocado,name:chermoula spice mix,sp:4996,1,exact,1,"Seasoned Pioneers sell the blend itself, at a fifth of Zest & Zing's price per kg.",human,
ocado,name:chermoula spice mix,48eba2dc-068a-4744-8cd6-1cdc21d44ebc,2,exact,1,Charmoula is an alternative spelling of chermoula; this is the correct spice blend despite being a premium option.,human,
ocado,name:cherry plum tomatoes,e99e016a-325c-4e5d-9b55-a504364bac28,1,exact,1,"Ocado baby plum tomatoes are the closest direct match to cherry plum tomatoes, with good value and a practical pack size.",human,
ocado,name:cherry plum tomatoes,e9328150-3eca-4ef3-85bf-a77560fb3c13,2,exact,1,"Direct baby plum tomato match and close to the typical 200g usage, though sold on the vine and at a higher price.",human,
ocado,name:cherry plum tomatoes,b3b7be7c-f3ca-4009-835d-872e8ac55257,3,exact,1,"Direct baby plum tomato match from M&S; suitable quantity, but less good value than the Ocado options.",human,
ocado,name:cherry tomatoes,c11d1458-7b1c-4122-a34b-140676d712e6,1,exact,1,Ocado own-brand fresh cherry tomatoes in a practical 300g pack and the best-value direct match.,human,
ocado,name:cherry tomatoes,04c6be86-d65e-4759-807f-cdc06adb1357,2,exact,1,Direct fresh cherry tomato match in a good-value 500g pack; useful for recipes needing a larger quantity.,human,
ocado,name:cherry tomatoes,c80635b2-6fc0-4a18-ad74-82739489507a,3,exact,1,"Ocado own-brand fresh cherry tomatoes on the vine; good-value 500g direct match, though the vine form is less convenient.",human,
ocado,name:cherry tomatoes,07a224bb-f3d2-4396-8e16-8780fb3b382b,4,exact,1,Ocado organic fresh cherry tomatoes on the vine in a smaller 200g pack; suitable when a modest quantity is needed.,human,
ocado,name:cherry tomatoes,eb4c4e3f-33a9-47a9-9b59-d007628e0782,5,exact,1,M&S Piccolini are small fresh cherry tomatoes; the 220g pack is a useful smaller-format match.,human,
ocado,name:cherry tomatoes,db7a7cf9-88e9-4972-b73b-5245fe536d4f,6,exact,1,"M&S Piccolini are a direct fresh cherry tomato match, but this 360g pack is less good value than the standard options.",human,
ocado,name:cherry tomatoes,d590b582-0bda-4833-b4df-4c72979976bf,7,exact,1,"Fresh Isle of Wight cherry tomatoes on the vine and highly rated, but relatively premium-priced.",human,
ocado,name:cherry tomatoes,fb56b9c5-a7f7-4803-966d-eb54262f2411,8,form_differs,1,Cherry tomatoes in a preserved/canned form rather than fresh; usable only where the recipe can accommodate canned tomatoes.,human,
ocado,name:cherry tomatoes,408647a5-b585-4c7c-8dc9-33be3e9853f5,9,form_differs,1,"Whole preserved cherry tomatoes, so the ingredient is correct but the form differs substantially from fresh cherry tomatoes.",human,
ocado,name:cherry tomatoes,81447bcf-65d8-4602-8fc3-212d7b64574c,10,form_differs,1,Italian preserved cherry tomatoes; a reasonable canned substitute but not a fresh match.,human,
ocado,name:chervil,35280eb4-830d-4771-af9d-4b6e9b079daa,1,exact,1,Chervil; the correct herb and a suitable 10g pack for recipes typically using around 3–6g.,human,
ocado,name:chestnut mushrooms,e1c1fdb8-5f4e-4bc5-9a19-b0eb276c42e7,1,exact,1,Ocado own-brand standard chestnut mushrooms at a good price; 250g is close to the typical 150g recipe usage.,human,
ocado,name:chestnut mushrooms,24e2bfcb-3271-4166-a729-7c9fc17d2d24,2,exact,1,"Good-value Ocado family pack of the exact ingredient, useful when cooking multiple recipes or larger batches.",human,
ocado,name:chestnut mushrooms,fda1bd15-f57a-4568-ab6c-d130ca51b49e,3,exact,1,"M&S chestnut mushrooms and a reasonably sized 300g pack, though less good value than the Ocado options.",human,
ocado,name:chestnut mushrooms,12c163c4-72a6-489d-8e83-8f061bf06405,4,exact,1,"Exact ingredient in an Ocado organic version, but significantly more expensive than the standard product.",human,
ocado,name:chestnut mushrooms,0a809ef7-749f-4964-9807-8871427556a6,5,form_differs,1,"Baby chestnut mushrooms are the same mushroom type but smaller, so they may require different preparation; the 150g pack matches typical usage well.",human,
ocado,name:chestnut mushrooms,fad610a2-c41d-4931-90e4-eaf2da921889,6,form_differs,1,Baby chestnut mushrooms with added vitamin D; suitable ingredient type but a smaller form and more expensive than standard chestnut mushrooms.,human,
ocado,name:chestnut mushrooms,140fea96-b12b-4a14-89a9-2339f957da25,7,exact,1,"Exact organic chestnut mushrooms, but premium-priced and lower priority than the Ocado standard option.",human,
ocado,name:chestnut mushrooms,6bcf6078-16f7-458b-94c0-62748a9093d6,8,form_differs,1,"Portabellini are small brown/portobello mushrooms and a workable stand-in, but are not labelled as chestnut mushrooms.",human,
ocado,name:chestnut mushrooms,dd7b500f-75f2-4eb9-b42b-c982062784f5,9,form_differs,1,"Organic portabellini are a possible brown-mushroom stand-in, but differ in type and are particularly expensive.",human,
ocado,name:chicken broth paste,ae5abe50-4d62-475c-b982-f6c365e0d7b3,1,exact,1,,human,
ocado,name:chicken broth paste,70a4a236-f5ad-40d8-8ba7-100ac3273eef,2,exact,1,,human,
ocado,name:chicken drumstick,634307ca-0bf7-493d-ae8f-34c539eb0110,1,exact,1,Ocado own-brand raw chicken drumsticks; excellent value and a practical 1 kg pack for a typical 640 g recipe amount.,llm,
ocado,name:chicken drumstick,f906bcf4-15fc-44b1-b954-28ecc9b43b75,2,exact,1,"Raw chicken drumsticks in a 600 g pack, very close to the typical 640 g usage and exceptionally good value.",llm,
ocado,name:chicken drumstick,8c628442-bcb2-492b-9bb2-9f801712c750,3,exact,1,"Raw chicken drumsticks in a 1 kg pack; good-value direct match, though less closely sized than the 600 g option.",llm,
ocado,name:chicken drumstick,8fb90c06-d0e3-42bc-a160-e196d811e52d,4,exact,1,"Ocado organic raw chicken drumsticks in a roughly 400–600 g pack; direct match and suitable quantity, but substantially more expensive.",llm,
ocado,name:chicken drumstick,509fa2d1-1e8a-4029-9679-dcaa6b915b4b,5,exact,1,M&S raw free-range chicken drumsticks in a variable 580–800 g pack; suitable quantity but less good value than the higher-ranked options.,llm,
ocado,name:chicken gyozas,d62abee0-86d4-4b5f-b408-b14a5e48e5d6,1,form_differs,1,Chicken and vegetable gyoza; good-value 600g pack and suitable as a direct chicken gyoza ingredient.,human,
ocado,name:chicken gyozas,5a346241-ab75-42b2-bfd2-7f892f66c183,2,form_differs,1,Chicken gyoza with strong rating and good value in a 600g pack.,human,
ocado,name:chicken gyozas,d405796f-e5d0-4ad1-9e7c-2c0549a653ac,3,form_differs,1,Chicken gyoza dinner dumplings; the 240g pack is close to the typical 160g recipe quantity.,human,
ocado,name:chicken gyozas,bca39593-39d4-40da-ae57-3d8b838017d5,4,form_differs,1,"Chicken gyoza, with a well-rated 400g pack and reasonable price.",human,
ocado,name:chicken gyozas,0caeb6d2-9a69-4ca8-830b-d20a7194bfac,5,form_differs,1,"Chicken and vegetable gyoza in a convenient 240g pack, close to typical usage.",human,
ocado,name:chicken gyozas,6869f929-95ec-441a-91c8-82ec87de691c,6,form_differs,1,"Chicken gyoza dinner dumplings; excellent value per kilogram, though the 800g pack is larger than typically needed.",human,
ocado,name:chicken gyozas,d9e59107-1348-4b36-b2bb-a4cd735c80ff,7,form_differs,1,"Chicken gyoza, but the 600g pack is less highly rated than the leading options.",human,
ocado,name:chicken gyozas,2a1f94d4-a7ee-4527-bb1e-71ac83257a51,8,form_differs,1,Spicy chicken gyoza is the correct dumpling type but has an additional spicy flavour that may not suit every recipe.,human,
ocado,name:chicken mini fillets,f163b9a5-7f5c-4121-bff0-ccb726da4228,1,exact,1,Ocado own-brand raw chicken mini breast fillets; the 320g pack closely suits the typical 280g recipe amount and is good value.,llm,
ocado,name:chicken mini fillets,a6f141f6-0060-4b64-91a5-b044969e6240,2,exact,1,Ocado own-brand raw chicken mini breast fillets; excellent value and a useful 500g pack for multiple recipes.,llm,
ocado,name:chicken mini fillets,4f299dce-8cb7-46c5-9fa9-42e12140a8af,3,exact,1,M&S raw mini chicken breast fillets in a suitably sized 350g pack; more expensive than the Ocado options.,llm,
ocado,name:chicken mini fillets,f449fa64-6596-4f46-8ed8-0b48ce7b464e,4,exact,1,"Ocado free-range raw chicken breast mini fillets in a suitable 350g pack, but relatively expensive and with a weaker rating.",llm,
ocado,name:chicken mini fillets,feb73590-b5f5-404e-bc54-2461d54b77bb,5,exact,1,"Shazans raw chicken mini fillets; a suitable 500g pack, though less preferable than the Ocado options due to limited rating evidence.",llm,
ocado,name:chicken mini fillets,48ad389b-e3a5-4ff3-8203-842fe87284d2,6,exact,1,"M&S free-range raw mini chicken fillets; genuine match, but premium-priced and sold in a variable-weight pack.",llm,
ocado,name:chicken mini fillets,430c738b-f0fd-49ad-8422-fb1be49b6cdf,7,exact,1,Packington raw chicken mini fillets; genuine match but a premium-priced option in a variable-weight pack.,llm,
ocado,name:chicken mini fillets,e52aef9e-e3ef-4af8-8842-00f8150a5d80,8,exact,1,"M&S organic raw chicken mini fillets; genuine match, but an expensive premium option.",llm,
ocado,name:chicken mini fillets,a74808c1-e838-4931-88b1-94a9a6c4bdbb,9,exact,1,"Daylesford raw chicken mini fillets; genuine match, but a very expensive gourmet option with a weak rating.",llm,
ocado,name:chicken mini fillets,4f58a74b-1f8a-4721-b256-68ec25916ae8,10,form_differs,1,"M&S chicken mini fillets, but frozen rather than fresh; suitable only if frozen chicken is acceptable.",llm,
